 41.30793900  11.71087000  66.16869850  15.76985045  88.10212830
 84.85326000   0.56225980  94.31696700  61.52181200  56.55046940
 48.35050290  66.08040620  71.78850000  33.35653090  49.46810000
 90.83444800  92.83037410  13.42427000  64.35066837  94.04700000
 64.49084534  65.36650000  82.92224800  57.34375199  66.81430000
  1.76121678  51.98000000  50.87530000  77.54166060  86.30243252
 38.46525710  95.30021900  27.63553225  78.44022059  57.02390000
 81.47800000  38.66760465  18.70405300  74.53792410  52.01299980
  8.83599040  46.07784918  50.76940777  10.74700000  18.15827000
  8.26603575  71.82680000  98.76758000   2.58649792   2.14068315
 95.99870000  19.81319809  83.38935704  79.40309370  44.05189610
 99.14550036  75.29286952   2.66628100  35.31000000  63.22285235
 77.03910000   1.46550000  30.47475303  56.74070000   5.40241200
 92.23940000   5.91920000  28.13925000  99.39983705  43.47588100
 84.92230000  64.70980000  54.40745000   9.63172000  64.05801473
 27.05800000  44.24470000  62.18035000  96.87318920  26.34354220
 48.62423148  59.65801291  21.63803200  56.48900000  54.12382700
 64.81200000  32.96870000  60.64283285   2.71050000   4.19742600
 61.53700000  17.07830000  75.75916900  37.51000000  17.48725000
 94.46986900  32.97203285  74.73935000  76.79120000  65.06881000
 89.27784000  77.03830000  36.10573780  10.01180000  72.40228500
 84.45900000  17.92296000  79.04784100  53.13885124  76.31100000
 60.05296760  20.76690527  31.80320040  15.98100000  17.65309453
 95.57600000  86.57519870   7.38536322  33.38172150   8.81748200
 52.74220000  71.70181600   3.29970000   9.95345000  74.82802635
 63.05180770  46.65385000  22.37370372  25.54310000  38.81300000
 38.30500000  82.88500000  61.34025000   6.00947514  72.93957190
 37.03874900  63.95843200  86.90100000  38.21919000  41.19135123
 12.82390000  16.75600000  79.05000000  64.05937910  65.91970000
 21.23395000  44.08677400  11.95055570  86.77258700   9.50732926
 63.76723000  76.13426000  54.17390000  25.99667020  56.10027290
 20.70654700  57.92933000  61.48912846  41.92217050  98.24778000
 19.81300000   4.73377000  63.27954990  47.57367500  79.31500000
 35.95986000  96.64527970  47.04531000  40.37148000  26.63460000
 31.34135300  66.73827000  17.02000000   7.76566900  76.04617000
  4.47420359  50.20372438  80.25512000  64.38080000  12.29001000
 19.10335000  55.75108000  62.06536000   3.74269818  34.97192790
 33.01301000   9.05497400  55.34200000  51.35735000  12.39305260
 39.74400000  59.62749524  85.04267000  28.61017000  63.72827800
 37.97822200  81.64930000  13.62556000   7.42203989  46.49879000
 86.91200000  68.77800000  77.56185100  77.90471000  43.33720610
 43.90927080  90.33805000  50.55619970   5.56094200  56.71470000
 20.19850000  87.52604065  41.70746112  96.49700000  10.35560000
 16.80400000   0.80336000  43.89114600   6.57346546  26.08487789
 20.05350000  51.58407000  14.92288890  66.27801400  72.69349020
 67.85567000  20.25012410  29.82671000   3.25630000  12.45294460
 91.18740000  97.97531800  67.01700490   3.62321000  63.21300000
 55.30782690  92.35546000  48.46740000  84.84750500  49.67405360
 42.95882000  33.85662410  47.07434000  20.79015000   1.78984670
  2.35060450  64.45000000  78.26762520  81.26723700  27.67100000
  1.87989820  86.09627000   7.28664000   0.39368800   4.50160532
